Uqno,Psuno_seg,Taz_exp,Stratum,Metro_code,District_code,Pr_code,Geo_type
4991123710000010701,49911237100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991123710000012401,49911237100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000001101,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000003001,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000004901,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000006801,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000008701,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000010601,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000012501,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000014401,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000016301,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124110000018201,49911241100,200700,4409,08,MAN,Free State,Rural: Tribal or Traditional area an Farms
4991124410000000501,49911244100,200500,4409,08,MAN,Free State,Urban: Urban area
4991124410000003601,49911244100,200500,4409,08,MAN,Free State,Urban: Urban area
4991124410000006701,49911244100,200500,4409,08,MAN,Free State,Urban: Urban area
4991124410000009801,49911244100,200500,4409,08,MAN,Free State,Urban: Urban area
4991124410000012901,49911244100,200500,4409,08,MAN,Free State,Urban: Urban area
4991124410000016001,49911244100,200500,4409,08,MAN,Free State,Urban: Urban area
4991124410000019101,49911244100,200500,4409,08,MAN,Free State,Urban: Urban area
4991124410000022201,49911244100,200500,4409,08,MAN,Free State,Urban: Urban area
4991124410000028401,49911244100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000000801,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000002401,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000004001,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000005601,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000007201,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000008801,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000010401,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000012001,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000013601,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991125810000015201,49911258100,200500,4409,08,MAN,Free State,Urban: Urban area
4991131010000000201,49911310100,200400,4409,08,MAN,Free State,Urban: Urban area
4991131010000001501,49911310100,200400,4409,08,MAN,Free State,Urban: Urban area
4991131010000004101,49911310100,200400,4409,08,MAN,Free State,Urban: Urban area
4991131010000005401,49911310100,200400,4409,08,MAN,Free State,Urban: Urban area
4991131010000006701,49911310100,200400,4409,08,MAN,Free State,Urban: Urban area
4991131010000008001,49911310100,200400,4409,08,MAN,Free State,Urban: Urban area
4991131010000009301,49911310100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133610000000901,49911336100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133610000002001,49911336100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133610000004201,49911336100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133610000005301,49911336100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133610000006401,49911336100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133610000007501,49911336100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133610000008601,49911336100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133610000009701,49911336100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133610000010801,49911336100,200400,4409,08,MAN,Free State,Urban: Urban area
4991133910000003801,49911339100,200500,4409,08,MAN,Free State,Urban: Urban area
4991133910000007601,49911339100,200500,4409,08,MAN,Free State,Urban: Urban area
4991133910000009501,49911339100,200500,4409,08,MAN,Free State,Urban: Urban area
4991133910000011401,49911339100,200500,4409,08,MAN,Free State,Urban: Urban area
4991133910000013301,49911339100,200500,4409,08,MAN,Free State,Urban: Urban area
4991133910000017101,49911339100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000000701,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000002101,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000003501,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000004901,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000006301,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000007701,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000009101,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000010501,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000011901,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991134010000013301,49911340100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136110000010701,49911361100,200400,4409,08,MAN,Free State,Urban: Urban area
4991136810000000601,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136810000002301,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136810000004001,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136810000005701,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136810000007401,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136810000009101,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136810000010801,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136810000012501,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136810000015901,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991136810000017601,49911368100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000000201,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000001801,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000003401,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000005001,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000006601,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000008201,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000009801,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000011401,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000013001,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991137710000014601,49911377100,200500,4409,08,MAN,Free State,Urban: Urban area
4991139410000008301,49911394100,200400,4409,08,MAN,Free State,Urban: Urban area
4991139410000009501,49911394100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142010000001101,49911420100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142010000003101,49911420100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142010000007101,49911420100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142010000009101,49911420100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142010000011101,49911420100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142010000017101,49911420100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142510000001601,49911425100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142510000009201,49911425100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142510000011101,49911425100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142510000014901,49911425100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142510000018701,49911425100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142610000005701,49911426100,200400,4409,08,MAN,Free State,Urban: Urban area
4991142610000008401,49911426100,200400,4409,08,MAN,Free State,Urban: Urban area
4991146810000000801,49911468100,200400,4409,08,MAN,Free State,Urban: Urban area
4991146810000004401,49911468100,200400,4409,08,MAN,Free State,Urban: Urban area
4991146810000006201,49911468100,200400,4409,08,MAN,Free State,Urban: Urban area
4991146810000008001,49911468100,200400,4409,08,MAN,Free State,Urban: Urban area
4991146810000011601,49911468100,200400,4409,08,MAN,Free State,Urban: Urban area
4991148710000004501,49911487100,200400,4409,08,MAN,Free State,Urban: Urban area
4991148710000006501,49911487100,200400,4409,08,MAN,Free State,Urban: Urban area
4991148710000008501,49911487100,200400,4409,08,MAN,Free State,Urban: Urban area
4991148710000010501,49911487100,200400,4409,08,MAN,Free State,Urban: Urban area
4991148710000012501,49911487100,200400,4409,08,MAN,Free State,Urban: Urban area
4991148710000014501,49911487100,200400,4409,08,MAN,Free State,Urban: Urban area
4991148710000018501,49911487100,200400,4409,08,MAN,Free State,Urban: Urban area
5031002310000001001,50310023100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031002310000003501,50310023100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031004610000001601,50310046100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031004610000003201,50310046100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031004610000006401,50310046100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031004610000008001,50310046100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031004610000009601,50310046100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031004610000014401,50310046100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006310000002801,50310063100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006310000005401,50310063100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006310000006701,50310063100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006310000008001,50310063100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006310000013201,50310063100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006910000000501,50310069100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006910000005001,50310069100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006910000006501,50310069100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006910000006502,50310069100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006910000008001,50310069100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006910000011001,50310069100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031006910000012501,50310069100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031008410000000201,50310084100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031008410000005801,50310084100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031008410000007201,50310084100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031008410000008601,50310084100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031008410000012801,50310084100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000000301,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000002401,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000006601,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000010801,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000012901,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000012902,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000015001,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000017101,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000019201,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009810000021301,50310098100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000002001,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000004601,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000007201,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000009801,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000012401,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000015001,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000017601,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000020201,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000022801,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031009910000025401,50310099100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031010810000000301,50310108100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031010810000002801,50310108100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031010810000007801,50310108100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031010810000010301,50310108100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031010810000012801,50310108100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031010810000015301,50310108100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031010810000017801,50310108100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031010810000020301,50310108100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031010810000022801,50310108100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011310000006601,50310113100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011310000008901,50310113100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011310000013501,50310113100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011310000015801,50310113100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011310000020401,50310113100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011310000022701,50310113100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011710000001001,50310117100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011710000002201,50310117100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011710000003401,50310117100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011710000004601,50310117100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011710000007001,50310117100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011710000008201,50310117100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011710000009401,50310117100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011710000010601,50310117100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031011710000011801,50310117100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031013610000001201,50310136100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031013610000003501,50310136100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031013610000005801,50310136100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031013610000012701,50310136100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031013610000015001,50310136100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031013610000017301,50310136100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031013610000021901,50310136100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031015610000000501,50310156100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031015610000001901,50310156100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031015610000003301,50310156100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031015610000004701,50310156100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031015610000007501,50310156100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031015610000008901,50310156100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031015610000010301,50310156100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031015610000011701,50310156100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031015610000013101,50310156100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031019410000001001,50310194100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031019410000002001,50310194100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031019410000003001,50310194100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031019410000005001,50310194100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031019410000006001,50310194100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031019410000007001,50310194100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031019410000008001,50310194100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031019410000009001,50310194100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031027510000002201,50310275100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031027510000004801,50310275100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031027510000006101,50310275100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031027510000007401,50310275100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031027510000010001,50310275100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5031027510000012601,50310275100,401400,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041000810000001001,50410008100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041000810000003101,50410008100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041000810000005201,50410008100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041000810000007301,50410008100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041000810000009401,50410008100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041000810000011501,50410008100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041000810000013601,50410008100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041000810000015701,50410008100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041000810000019901,50410008100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000000501,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000002201,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000003901,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000005601,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000007301,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000009001,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000010701,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000012401,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000014101,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041001810000015801,50410018100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041002710000000801,50410027100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041002710000003401,50410027100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041002710000004701,50410027100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041002710000006001,50410027100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041002710000007301,50410027100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041002710000008601,50410027100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041002710000009901,50410027100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041002710000011201,50410027100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041003610000002501,50410036100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041003610000004101,50410036100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041003610000005701,50410036100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041003610000010501,50410036100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041003610000012101,50410036100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041003610000013701,50410036100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041003610000015301,50410036100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000000701,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000002201,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000003701,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000005201,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000006701,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000008201,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000009701,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000011201,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000012701,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006110000014201,50410061100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041006910000000601,50410069100,402200,5502,09,DC21,KwaZulu Natal,Urban: Urban area
5041006910000019801,50410069100,402200,5502,09,DC21,KwaZulu Natal,Urban: Urban area
5041006910000022201,50410069100,402200,5502,09,DC21,KwaZulu Natal,Urban: Urban area
5041008710000003301,50410087100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041008710000004501,50410087100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041008710000005701,50410087100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041008710000006901,50410087100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041008710000008101,50410087100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041008710000009301,50410087100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041008710000010501,50410087100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041008710000011701,50410087100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012510000000101,50410125100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012510000002001,50410125100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012510000003901,50410125100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012510000005801,50410125100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012510000007701,50410125100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012510000011501,50410125100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012510000015301,50410125100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012510000019101,50410125100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012910000000901,50410129100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012910000002501,50410129100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012910000004101,50410129100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012910000005701,50410129100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012910000008901,50410129100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012910000010501,50410129100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5041012910000013701,50410129100,402200,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5051001210000000601,50510012100,402300,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5051001210000001701,50510012100,402300,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5051001210000002801,50510012100,402300,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5051001210000003901,50510012100,402300,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5051001210000006101,50510012100,402300,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5051001210000007201,50510012100,402300,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5051001210000008301,50510012100,402300,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5051001210000010501,50510012100,402300,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
5051002010000000301,50510020100,402300,5502,09,DC21,KwaZulu Natal,Rural: Tribal or Traditional area an Farms
