Uqno,Psuno_seg,Taz_exp,Stratum,Metro_code,District_code,Pr_code,Geo_type
2941111710000007301,29411117100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111710000010301,29411117100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111710000011801,29411117100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111710000013301,29411117100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111710000014801,29411117100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111810000001201,29411118100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111810000002501,29411118100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111810000003801,29411118100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111810000005101,29411118100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111810000007701,29411118100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111810000009001,29411118100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111810000010301,29411118100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111810000011601,29411118100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111810000012901,29411118100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111910000000401,29411119100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111910000002101,29411119100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111910000003801,29411119100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111910000005501,29411119100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111910000007201,29411119100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111910000008901,29411119100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111910000010601,29411119100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111910000012301,29411119100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2941111910000014001,29411119100,102900,2206,03,DC15,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951000710000003801,29510007100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951000710000005301,29510007100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951000710000006801,29510007100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951000710000009801,29510007100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951000710000011301,29510007100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951000710000012801,29510007100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951002610000002201,29510026100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951002610000006601,29510026100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951002610000008801,29510026100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951002610000011001,29510026100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951002610000013201,29510026100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951002610000015401,29510026100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951002610000017601,29510026100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951002610000019801,29510026100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951005010000000701,29510050100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951005010000003301,29510050100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951005010000004601,29510050100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951005010000007201,29510050100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951005010000011101,29510050100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951005010000011102,29510050100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951005010000011103,29510050100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951005010000012401,29510050100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951007610000000501,29510076100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951007610000001701,29510076100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951007610000004101,29510076100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951007610000005301,29510076100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951007610000006501,29510076100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951007610000008901,29510076100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951007610000010101,29510076100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951007610000011301,29510076100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951010710000002801,29510107100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951010710000009101,29510107100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951010710000011201,29510107100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951010710000015401,29510107100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015210000000201,29510152100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015210000001001,29510152100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015210000001801,29510152100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015210000004201,29510152100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015210000005801,29510152100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015210000006601,29510152100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015410000000501,29510154100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015410000001401,29510154100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015410000002301,29510154100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015410000003201,29510154100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015410000005001,29510154100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951015410000006801,29510154100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951018110000000401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000000402,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000002401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000002402,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000004401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000004402,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000004403,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000006401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000006402,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000008401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000010401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000012401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000014401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000016401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018110000018401,29510181100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018610000001201,29510186100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018610000002901,29510186100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018610000004601,29510186100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018610000006301,29510186100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018610000008001,29510186100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018610000014801,29510186100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951018610000016501,29510186100,105200,2207,03,DC44,Eastern Cape,Urban: Urban area
2951022310000000101,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000001401,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000002701,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000002702,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000004001,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000004002,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000005301,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000006601,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000006602,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000007901,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000009201,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000010501,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000010502,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022310000011801,29510223100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000000701,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000002301,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000003901,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000003902,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000003903,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000005501,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000008701,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000010301,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000013501,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022710000015101,29510227100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022910000001501,29510229100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022910000004501,29510229100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022910000005501,29510229100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022910000006501,29510229100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951022910000007501,29510229100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951024710000001201,29510247100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951024710000003601,29510247100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951024710000004801,29510247100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951024710000006001,29510247100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951024710000007201,29510247100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951024710000008401,29510247100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951024710000009601,29510247100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951024710000010801,29510247100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951024710000012001,29510247100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951027810000000501,29510278100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951027810000001501,29510278100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951027810000002501,29510278100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951027810000003501,29510278100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951027810000004501,29510278100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951027810000005501,29510278100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951027810000007501,29510278100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951027810000008501,29510278100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951027810000009501,29510278100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951029610000001501,29510296100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951029610000002801,29510296100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951029610000006701,29510296100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951029610000010601,29510296100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951029610000013201,29510296100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951031510000000701,29510315100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951031510000002301,29510315100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951031510000003901,29510315100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951031510000004701,29510315100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951031510000005501,29510315100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951031510000006301,29510315100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951032710000005001,29510327100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951032710000010401,29510327100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951032710000012201,29510327100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951032710000014001,29510327100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951032710000015801,29510327100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951032710000017601,29510327100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951039910000001301,29510399100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951039910000002901,29510399100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951039910000004501,29510399100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951039910000007701,29510399100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951039910000012501,29510399100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951039910000014101,29510399100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951042610000000801,29510426100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951042610000002301,29510426100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951042610000003801,29510426100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951042610000006801,29510426100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951042610000008301,29510426100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951042610000011301,29510426100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951042610000012801,29510426100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951042610000014301,29510426100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951043010000003301,29510430100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951043010000004801,29510430100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951043010000006301,29510430100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951043010000007801,29510430100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951043010000012301,29510430100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046010000000701,29510460100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046010000005301,29510460100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046010000007601,29510460100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046010000012201,29510460100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046010000014501,29510460100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046010000016801,29510460100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046010000021401,29510460100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046410000000601,29510464100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046410000003901,29510464100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046410000007201,29510464100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046410000013801,29510464100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046410000017101,29510464100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046410000020401,29510464100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951046410000023701,29510464100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048010000001801,29510480100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048010000003801,29510480100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048010000007801,29510480100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048010000009801,29510480100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048210000000801,29510482100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048210000004701,29510482100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048210000006001,29510482100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048210000007301,29510482100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048210000011201,29510482100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951048210000012501,29510482100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951050810000000701,29510508100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951050810000002001,29510508100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951050810000003301,29510508100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951050810000007201,29510508100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951050810000008501,29510508100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951050810000009801,29510508100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951050810000012401,29510508100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000000401,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000002001,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000003601,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000005201,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000006801,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000008401,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000008402,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000010001,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000011601,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951052910000014801,29510529100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951054210000001701,29510542100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951054210000005701,29510542100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951054210000007701,29510542100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2951054210000009701,29510542100,105200,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002510000000701,29610025100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002510000003301,29610025100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002510000005901,29610025100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002510000007201,29610025100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002510000008501,29610025100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002510000009801,29610025100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002510000011101,29610025100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002810000000501,29610028100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002810000003901,29610028100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002810000005601,29610028100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002810000010701,29610028100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002810000014101,29610028100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961002810000015801,29610028100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961003410000000501,29610034100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961003410000002001,29610034100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961003410000003501,29610034100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961003410000005001,29610034100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961003410000009501,29610034100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961003410000011001,29610034100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961003410000014001,29610034100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961003410000014002,29610034100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961003410000014003,29610034100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961008110000004301,29610081100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961008110000008101,29610081100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961008110000013801,29610081100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961008110000017601,29610081100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013710000001501,29610137100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013710000003101,29610137100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013710000004701,29610137100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013710000007901,29610137100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013710000009501,29610137100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013710000011101,29610137100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013710000012701,29610137100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013710000014301,29610137100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013710000015901,29610137100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013910000001101,29610139100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013910000002401,29610139100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013910000003701,29610139100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013910000006301,29610139100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013910000008901,29610139100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013910000010201,29610139100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013910000011501,29610139100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961013910000012801,29610139100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961018910000001801,29610189100,105300,2207,03,DC44,Eastern Cape,Urban: Urban area
2961018910000005401,29610189100,105300,2207,03,DC44,Eastern Cape,Urban: Urban area
2961018910000007201,29610189100,105300,2207,03,DC44,Eastern Cape,Urban: Urban area
2961018910000010801,29610189100,105300,2207,03,DC44,Eastern Cape,Urban: Urban area
2961018910000012601,29610189100,105300,2207,03,DC44,Eastern Cape,Urban: Urban area
2961018910000014401,29610189100,105300,2207,03,DC44,Eastern Cape,Urban: Urban area
2961018910000016201,29610189100,105300,2207,03,DC44,Eastern Cape,Urban: Urban area
2961018910000018001,29610189100,105300,2207,03,DC44,Eastern Cape,Urban: Urban area
2961019710000002601,29610197100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961019710000004201,29610197100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961019710000009001,29610197100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961019710000012201,29610197100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
2961019710000013801,29610197100,105300,2207,03,DC44,Eastern Cape,Rural: Tribal or Traditional area an Farms
